Vnum	LocalizedName
30114	4ª Puerta de la Condena
30115	5ª Puerta de la Condena
30116	6ª Puerta de la Condena
30117	7ª Puerta de la Condena
30118	8ª Puerta de la Condena
30119	9ª Puerta de la Condena
30120	Bolsa de Hierba
30121	Spiritul Sura
30122	Espiritu de un Guerrero
30123	Altar Oscuro
30124	Esqueleto de Sura 1
30125	Esqueleto de Sura 2
30126	Blacksmith Recipe
30127	Esqueleto de Sura 4
30128	Esqueleto de Sura 5
30129	Conejo de Pascua
30130	Lapida
30131	Mr B.
30132	Mr B.
30301	Veta de Cristal del Alma
30302	Veta de Rubi
30303	Veta de Granate
30304	Veta de Esmeralda
30305	Veta de Zafiro
30306	Filon de turmalina
30307	Summer
33001	?????? ???
33002	Historiador
33003	Ciudadano en ayuno
33004	Ciudadano en ayuno
33005	Ciudadano en ayuno
33006	Ciudadano en ayuno
33007	Ciudadano en ayuno
33008	Jack Calabaza
34001	Fénix
34077	Minialastor furioso
34078	Minialastor lúcido
34002	Reno
34003	?????????
34004	ÆÄÈ²
34005	Porkie
34006	Rufus
34007	Khan
34008	Leonidas
34009	Baby Azrael
34010	Bambi
34011	Knuud
34012	Bao Bao
34013	Mini Executor Dolofan
34014	Mini Executor Dolofan(a)
34015	Boney
34016	Phoenix de Jad
34017	Porkie Polar
34018	Rufus de Gheata
34019	Arctis Khan
34020	Leonidas Alb
34021	Sheldon
34022	Cooper
34023	Pantera Pui
34024	Leopard Pui
34026	Cap de Dovleac
34027	Coada de Matura
34028	Fulg de Nea
34029	Clopotel de Nea
34030	Amoras
34031	Inima Iute
34032	Semiluna Rosie
34033	Semiluna Albastra
34034	Eweriel
34035	Ramblue
34036	Dragonette
34037	Dragonette (Erou)
34038	Phoenix Liber
34039	Micul Huashin
34041	Maimuta Mica
34042	Maimuta Mica (Erou)
34045	Paianjen Mic
34046	Paianjen Mic (Erou)
34047	Micul Exedyar
34048	Micul Exedyar Rar
34049	Razador Mic
34050	Razador Mic (Erou)
34053	Nemere Mic
34054	Nemere Mic (Erou)
34073	Mini Azrael
34074	Mini Azrael (Erou)
34075	Mini Executor Gras
34076	Mini Execut Gras (Erou)
34080	Micul Baashido
34081	Micul Baashido (Erou)
34082	Nessie
34083	Nessie (Erou)
34055	Bruce
34056	Wayne
34057	Robin
34058	Valentino
34059	Valentinia
34060	Valentino
34061	Valentinia
34062	Lanterna Moon (Orange)
34063	Lanterna Moon (Albastra)
34064	Meley Mic
34065	Meley Mic
34066	Bonsai
34067	Ms Jiangshi+
34068	Mr Jiangshi+
34069	Junior Jiangshi
34070	Elf Rosu
34071	Elf Verde
34072	Elf Asistent
34084	Donnie
34085	Frank
60000	ªef Breasla
60001	ªef Breasla
60002	ªef Breasla
60003	Theowahdan
501	Infanterist Salbatic
502	Salbatic Devotat
503	Arcas salbatic
504	General Salbatic
531	Soldat brutal
532	Posedat brutal
533	Arcas brutal
534	Specialist brutal
551	Infanterist Salbatic Dur
552	Locotenent Salbatic Dur
553	Arcas Salbatic Dur
554	General Salbatic Dur
591	Capitanul Bestie
595	Geum-Chul brutal
4025	Gusano ciego
4026	Gusano rallado ciego
4027	Soldado rata
4028	Soldado rata fuerte
4029	Soldado chaman
4031	Duratus
8444	Duratus metin
9264	Caja con explosivos
9267	Ore Master
9280	Guardian de las Cimas
9268	Puerta
9269	Monumento Duratus
766	Babosa
767	Babosa agresiva
768	Reina Babosa
8430	Metin pegajoso
9236	Guardian de Babosas
9237	Pilar de sello
9238	Liquido de babosa
4090	Larva de suelo
4091	Golem de cristal
4092	Alma perdida
4093	Minotauro magico
4094	Jefe orco magico
4095	Bestia Magica
8460	Piedra Metin magica
9302	Cazador de trolls
9303	Puerta
9304	Pilar runico
9305	Cristal
9306	Pilar de Cristal
9307	Pergamino perdido
4104	Luchador Elefante 
4105	Soldado Elefante
4106	Guardian Elefante
4107	Sacerdote de Ganesha
4108	Elifar
4109	Anttaac
4110	Ganesha
8468	Roca de Ganesha
9322	Puerta
9323	Puerta
9324	Cristal maldito
9325	Estatua Rota
9326	Estatua Rota
9327	Estatua Rota
9328	Estatua Rota
9329	Estatua de Ganesha
9330	Llave Dorada Maldita
4062	Libro maldito
4063	Zombie de oro
4064	Golem con joyas
4065	Cofre trampa
4066	Guardian de las monedas
4067	Esfinge dorada
4068	Monticulo viviente
4069	Medusa
4070	Smaug el Desolador
8452	Metin de oro
8453	Metin de tesoros
8454	Rana dorada
9286	Guardian del Tesoro
9287	Barril de oro
9288	Urashak
9289	Caja con Tesoros
4032	Mano creepy
4033	Araña de pesadillas
4034	Zombie Putrefacto
4035	Alacran Maldito
4036	Ojo del Mal
4037	Devorador de Almas
4038	Ogro de Pesadillas
4039	Ciclope Maldito
4040	Alma en Pena
4041	NightMare First Boss
4042	NightMare Final Boss
4043	Sebastian el Comesueños
8445	Roca de Pesadillas
8446	Metin Ocular
8447	Huevo Comesueños
9271	Muro
9272	Puerta de Metal
9273	Cañon
9274	Monumento Infernal
9275	Totem Ocular
9277	Seta de Pesadillas
34092	Sir Oswald
34093	Sir Cobblepot
34094	Sir Chesterfield
34095	Gryph
34096	Nogai
34097	Astrabell
34098	Helexna
34099	Chaotika
34100	Gary Lycaner
34101	Lycaninho
34102	Micul Catenaccio
34103	Paun Albastru Regal
34104	Paun Roz
34105	Paun Indigo
34106	Aluna Harry
34107	Nuca Willy
34108	Rotofeiul Crack
34109	Humpitzer
34110	Caboomel
34111	Camelry
34112	Gandac de Gheata+
34113	Gandac de Gheata
34114	Felina Ochi de Foc
34115	Felina Ochi de Gheata
34116	Felina Trei Ochi
34117	Gnom Tomte+ (Rosu)
34118	Gnom Tomte+ (Verde)
34119	Gnom Tomte
34120	Micul Huashin Rosu
34121	Micul Huashin Alb
34122	Bonsai+
34123	+Bonsai+
34124	Element Foc Mic
34125	Element Gheata Mic
34126	Element Fulger Mic
32008	Appaloosa
32009	Conejo blanco
32010	Conejo de luna
32011	Bernie
32012	Barry, el Azul
32013	Cerbero (oro)
32014	Cerbero (plata)
32015	Armasarul samurai
32016	Corcel nocturno
32017	Ala noctívaga
32018	Ala sombría
32019	Sombra lunar
32020	Astro plata
32021	Taur galben de razboi
32022	Taur albastru de razboi
32023	Esfinge blanca
32024	Esfinge pétrea
32025	Dragón de magma
32026	Cuervo glacial
32027	Cuervo nocturno
32028	Necromancers Horse
32029	Llama invernal marrón
32030	Conejo veloz (rosa)
32031	Conejo veloz (azul)
32032	Alastor
32033	Kitsune rojo vivo
32034	Kitsune azul pálido
32035	Lobo alpino rojo
32036	Lup Aplin
800	Oso rabioso
805	Arpia despechada
801	Dino amoroso
802	Señor del desamor
803	Bestia rompe corazones
804	Mutante amoroso
6601	Red Dragon
6602	RX: Blue Dragon
6603	Duratus Infernal
6604	Reina Babosa Infernal
6605	RX: Nemere
6606	RX: Razador
6607	Bestia Mag. Infernal
6608	Jaldabaoth
6609	Jaldabaoth Infernal
899	Akzadur Guardian
900	Costume
6421	Beeshido
6422	Metin de la agonía
6718	Kovix myr
6719	Proletario myr
6720	Gólem myr
6721	Guerrero myr
6722	Hechicero myr
6723	Veterano myr
6724	Primus myr
6725	Kovix myr
6726	Proletario myr
6727	Gólem myr
6728	Guerrero myr
6729	Hechicero myr
6730	Veterano myr
6731	Primus myr
6744	Soldado kappa
6745	Peón kappa
6746	Soldado kappa
6747	Mago kappa
6748	Cazador kappa
6749	Gran kappa
20480	Gestionara Negot
20481	Gestionara Negot
20800	Herido
20802	Vigilante Yohara
20803	Guarda Yohara
20804	Guardia serpentino
20807	Estatua de serpiente
20809	Confucio
20810	Chaegirab
20811	Kim Rim
20812	Almirante Angmur
20822	Timador
20823	Maestro Chi
20826	Huahn-So
20828	Talabartero
20829	Herrero Templo Serp.
20830	Comandante enviado
20831	Comandante Yohara
20832	Almirante Angmur
20833	Flores marchitas
20834	Altar
20835	Litógrafa
20836	Alabardero
20837	Salida
20838	Sección 2
20839	Sección 3
20840	Llanura Dongan
20841	Vanator de recompense
20842	Herrero cautivo
20844	Estatua de serpiente
20850	Altar misterioso
8625	War Outpost I
8626	War Outpost II
8627	Serpent Outpost
20433	Estatua de guerrero
34150	Pericol inghetat
34151	Perturbador tóxico
34153	Nevado
34154	Nevada
34038	Fénix de la salvación
6801	Mástil
6802	Lider Kappa
6803	Kappa
6804	Kappa
6805	Kappa
6806	Serpiente tritón
6807	Vivora tritón
6808	Mini Hydra
6809	Sirena tritón
6810	Hydra
6811	Hydra
6812	Hydra
9013	Roca volcánica
9014	Estatua antigua
9015	Timón
9016	Campo de Fuerza
9017	Pilar de madera
9018	Cufarul Hydrei
8062	Metin tritón
34165	nombrenolose
34166	nombrenolose
34167	nombrenolose
34168	nombrenolose
34169	nombrenolose
34170	nombrenolose
34171	nombrenolose
34172	nombrenolose
34173	nombrenolose
4111	Libelula deSertului
4112	GAndac de deSert
4113	GAndacul otravitor
4114	Dragon de piatra mic
4115	sopArla cercetaS
4116	Luptator soparla
4117	Razboinic soparla
4118	Razboinic soparla mare
4119	Razboinicul lui Andur
4120	Samanul lui Andur
4121	Asasinul lui Andur
4122	Sarpele desertului
4123	Cavaleria Sarpelui
4124	Sarpele urmaritor
4125	Sarpele magician
4126	Sarpe Razboinic
4127	Golem de piatra
4128	Golem mitic
4129	Mumie strigoi
4130	Mumie strigoi periculoasa
4131	Paznicul faraonului
4132	Preotul faraonului
4133	Faraonul
4134	Osiris
4135	Creatura lui Anubis
4136	Creatura din desert
4137	Naga antic brutal
4138	Umbra lui Anubis
8469	Metin de desert
8470	Metin de spini
8471	Metinul mumiei
4140	Red Dragon
4260	Warrior
4261	Ninja
4262	Sura
4263	Shaman
61004	Ninja M
61005	Ninja F
61006	Shaman M
61007	Shaman F
6220	Frost Magician
6221	Lord of the Ice
6222	Magma Yeti
6223	Lava Golem
6224	Magma Bug
6225	Magma Golem
6226	Burning Crystal
6227	Magma Dragonfly
6228	Flame Guardian
6229	Dragon Executioner
6230	Dragon Statue
6231	Meley Dragon Queen
20440	Dragon Door
20441	Dragon Watcher
20442	Meley’s Treasure
20443	Guardian Jaharr
20444	Metin of Meley
9566	Mutant Bee
9571	Mutant Snake
9577	Mutant Scorpion
9578	Burning Dragon
20431	Zodiac Merchant
9035	Monk Milbon
9750	White Oath Soldier
9751	White Oath Archer
9752	White Oath General
9753	White Oath Commander
9754	Mi-Jung
9755	Eun-Jung
9756	Se-Rang
9757	Jin-Hee
9758	Zodiac Desert Fox
9759	Zodiac Dervish
9760	Zodiac King Scorpion
9761	Zodiac Scorpion Man
9762	Zodiac Scorpion Archer
9763	Zodiac Snake Swordsman
9764	Zodiac Snake Archer
9765	Zodiac Desert Bandit
9766	Zodiac Lemures Warrior
9767	Zodiac Lemures Soldier
9768	Zodiac Lemures Magician
9769	Zodiac Lemures Executioner
9770	Zodiac Lemures General
9771	Zodiac Tritonic Murana
9772	Zodiac Shark Soldier
9773	Zodiac Tritonicic Wizard
9774	Zodiac Tritonicic Hunter
9775	Zodiac Tritonicic Usturac
9776	Zodiac Red Thief Amazon
9777	Zodiac Red Thief Assassin
9778	Zodiac Red Thief Magician
9779	Zodiac Red Thief Executioner
9780	Zodiac Black General
9781	Zodiac Crab Warrior
9782	Zodiac Scorpion Marksman
9783	Zodiac Shrimp Soldier
9784	Zodiac Diabolical Hermit
9785	Zodiac Armoured Crab
9786	Zodiac Gigantic Biter
9787	Zodiac Gigantic Slaughterer
9788	Zodiac Gigantic Magus
9789	Zodiac Twiant
9790	Zodiac Captain Hooks
9791	Zodiac Hangork
9792	Zodiac Archie Ogre
9793	Zodiac Brawl Ogre
9794	Zodiac Ogre Magus
9795	Zodiac General Ogg
9796	Zodiac Manticore Warrior
9797	Zodiac Manticore Soldier
9798	Zodiac Manticore Magus
9799	Zodiac Manticore Executioner
9800	Zodiac Armored
9801	Zodiac Armored Warrior
9802	Zodiac Armored General
9803	Zodiac Death Wing
9804	Zodiac Moldy Death Wing
9805	Zodiac Rotten Death Wing
9806	Zodiac Moloch
9807	Zodiac Moloch Warrior
9808	Zodiac Moloch General
9809	Zodiac Spartalý
9810	Zodiac Spartalý Soldier
9811	Zodiac Spartalý General
9812	Zodiac Predatory
9813	Zodiac Predatory Warrior
9814	Zodiac Predatory General
9815	Zodiac Bone Gladiator
9816	Zodiac Bone Gladiator Warrior
9817	Zodiac Bone Gladiator General
9818	Zodiac Kantar
9819	Zodiac Kantar Warrior
9820	Zodiac Kantar General
9821	Zodiac Uruk
9822	Zodiac Uruk Warrior
9823	Zodiac Uruk General
9824	Zodiac Tiger
9825	Zodiac Tiger Warrior
9826	Zodiac Tiger General
9827	Zodiac Scream
9828	Zodiac Scream Warrior
9829	Zodiac Scream General
9830	Zodiac Vargulf
9831	Zodiac Vargulf Warrior
9832	Zodiac Vargulf General
9833	Zodiac Angel
9834	Zodiac Angel Warrior
9835	Zodiac Angel General
9836	Generalul You
9837	You Officer
9838	Zodiac
9839	Chou Officer
9840	Generalul Xu
9841	Ofiterul Xu
9842	Generalul Chen
9843	Chen Officer
9844	Generalul Wu
9845	Wu Officer
9846	Shen General
9847	Shen Officer
9848	Zi General
9849	Zi Officer
9850	Hai General
9851	Hai Officer
9852	Mao General
9853	Mao Officer
9854	Wei General
9855	Wei Officer
9856	Si General
9857	Si Officer
9858	Yin General
9859	Yin Officer
9860	Hai Portal
9861	Xu Portal
9862	You Portal
9863	Shen Portal
9864	Wei Portal
9865	Wu Portal
9866	Si Portal
9867	Chen Portal
9868	Mao Portal
9869	Yin Portal
9870	Chou Portal
9871	Zi Portal
9875	Metin of Rat
9876	Metin of Ox
9877	Metin of Tiger
9878	Metin of Dragon
9879	Metin of Snake
9880	Metin of Horse
9881	Metin of Goat
9882	Metin of Monkey
9883	Metin of Dog
9884	You Sculpture
9885	Chou Sculpture
9886	Xu Sculpture
9887	Chen Sculpture
9888	Wu Sculpture
9889	Shen Sculpture
9890	Zi Sculpture
9891	Hai Sculpture
9892	Mao Sculpture
9893	Wei Sculpture
9894	Si Sculpture
9895	Yin Sculpture
9896	Zodyak Top
10	Shaman
11	Shaman
65000	Buffi
32002	Manny
32003	Manu
20815	Ghostly Guardian
79704	Mysterious Key
79705	SungMa Seal Stone
79706	SungMa Antidote
79707	Red Potion (T.)
79708	Blue Potion (T.)
79709	Blessings of Life (T.)
79710	Blessing of the Dragon (T.)
79711	Boon of Magic (T.)
79712	Peach Blossom Wine
79713	Skull Banner
9440	Tower Necromant(Darkness)
9441	Tower Slayer(Darkness)
9442	Tower Grand Master(Darkness)
9443	Tower Berserker(Darkness)
9444	Tower Warlock(Darkness)
9445	Tower Wolf(Darkness)
9446	Tower Brusier(Darkness)
9450	Tower Necromant(Fire)
9451	Tower Slayer(Fire)
9452	Tower Grand Master(Fire)
9453	Tower Berserker(Fire)
9454	Tower Warlock(Fire)
9455	Tower Wolf(Fire)
9456	Tower Brusier(Fire)
9460	Tower Necromant(Ice)
9461	Tower Slayer(Ice)
9462	Tower Grand Master(Ice)
9463	Tower Berserker(Ice)
9464	Tower Warlock(Ice)
9465	Tower Wolf(Ice)
9466	Tower Brusier(Ice)
9470	Tower Necromant(Lightning)
9471	Tower Slayer(Lightning)
9472	Tower Grand Master(Lightning)
9473	Tower Berserker(Lightning)
9474	Tower Warlock(Lightning)
9475	Tower Wolf(Lightning)
9476	Tower Brusier(Lightning)
9480	Tower Necromant(Wind)
9481	Tower Slayer(Wind)
9482	Tower Grand Master(Wind)
9483	Tower Berserker(Wind)
9484	Tower Warlock(Wind)
9485	Tower Wolf(Wind)
9486	Tower Brusier(Wind)
9490	Tower Necromant(Earth)
9491	Tower Slayer(Earth)
9492	Tower Grand Master(Earth)
9493	Tower Berserker(Earth)
9494	Tower Warlock(Earth)
9495	Tower Wolf(Earth)
9496	Tower Brusier(Earth)
9500	Merchant
9501	Turn Sung Mahi
9503	Hell Tower Demon Stone
9504	Suflet Impietrit Turn
9505	Tower's Bowman
9506	Micul Huashin Roºu
9507	Micul Huashin Alb

20352	Hasun Stone Memorial
20710	Supply Chest (BR)
20711	Equipment Chest(BR)
20712	Electrical Field
20713	Equipment Chest(BR)
20714	Special Supply Chest(BR)
8458	Magic Crystal (Easy)
8459	Magic Crystal (Normal)
8467	Magic Crystal (Hard)
9321	Akarius
9276	Wulcar
9270	Jeirosk


20434	Catarg de corabie
20435	Urma lui Meley
20436	Cârma
20437	Placa de repara?ie
20438	Calugarul Milbon
20439	Portalul Zi
20440	Portalul Dragonului
20441	Portalul Yin
20442	Comoara Dragonului
20443	Portalul Chen
20444	Metin of Meley
20445	Portalul Wu
20446	Portalul Wei
20447	Portalul Shen
20448	Portalul Yu
20449	Portalul Xu
20450	Portalul Hai
20451	Negustorul Zodiacului
20452	Statuia Zi
20453	Statuia Chou
20454	Statuia Yin
20455	Statuia Mao
20456	Statuia Chen
20457	Statuia Si
20458	Statuia Wu
20459	Statuia Wei
20460	Statuia Shen
20461	Statuia Yu
20462	Statuia Xu
20463	Statuia Hai
20464	Tun
20465	Portalul Zodiacului
20500	Ou de Dragon
20501	Cufar Gaya
20502	Masa Yutnori
20503	Negustorul Gaya
20504	Magazinul Gaya
20505	Be?e Yut
20506	Masa Prinde Regele
20510	ZC: Spiritul Sura
20511	ZC: Vizuina Am-heh
20512	ZC: Mormântul lui Taramor
20513	ZC: Stela lui Isfet
20514	ZC: Sigiliul Destinului
20515	ZC: Poarta Dragonului
20516	ZC: Leul de Ghea?a
20517	ZC: Cubul Arktos
20518	ZC: Stâlpul Dragonului Nordic
20519	ZC: Gardianul Padurii
20520	ZC: Cerceta?ul Padurii
20521	ZC: Veghetorul Padurii
20522	ZC: ?eful Padurii
20530	TS: Spiritul Sura
20531	TS: Vizuina Am-heh
20532	TS: Mormântul lui Taramor
20533	TS: Stela lui Isfet
20534	TS: Sigiliul Destinului
20535	TS: Poarta Dragonului
20536	TS: Leul de Ghea?a
20537	TS: Cubul Arktos
20538	TS: Stâlpul Dragonului Nordic
20539	TS: Gardianul Padurii
20540	TS: Cerceta?ul Padurii
20541	TS: Veghetorul Padurii
20542	TS: ?eful Padurii
20650	Pastratorul Medaliei
20660	Alchimistul de Jad al Ce?ii
20661	Alchimistul de Jad al Soarelui
20662	Alchimistul de Jad al Nop?ii
20663	Alchimistul de Jad al Fumului
20702	Templul Energiei
20703	Templul Norocului
20704	Templul Puterii
20705	Templul Comorii
20706	Templul Iluminarii
