Vnum	LocaleName
51643	Dapator Baul (L)
51644	Special gift
51647	Special gift
51645	N. Dragon CHT+(Colared)
51646	N. Dragon ChT (Colared)
52001	Young Wild Boar (SEAL)
52002	Young Wild Boar (SEAL)
52003	Young Wild Boar (SEAL)
52004	Young Wild Boar (SEAL)
52005	Young Wild Boar (SEAL)
52006	Wild Boar (SEAL)
52007	Wild Boar (SEAL)
52008	Wild Boar (SEAL)
52009	Wild Boar (SEAL)
52010	Wild Boar (SEAL)
52011	Valiant Wild Boar (SEAL)
52012	Valiant Wild Boar (SEAL)
52013	Valiant Wild Boar (SEAL)
52014	Valiant Wild Boar (SEAL)
52015	Valiant Wild Boar (SEAL)
52016	Young Wolf (SEAL)
52017	Young Wolf (SEAL)
52018	Young Wolf (SEAL)
52019	Young Wolf (SEAL)
52020	Young Wolf (SEAL)
52021	Wild Wolf (SEAL)
52022	Wild Wolf (SEAL)
52023	Wild Wolf (SEAL)
52024	Wild Wolf (SEAL)
52025	Wild Wolf (SEAL)
52026	Valiant Wolf (SEAL)
52027	Valiant Wolf (SEAL)
52028	Valiant Wolf (SEAL)
52029	Valiant Wolf (SEAL)
52030	Valiant Wolf (SEAL)
52031	Young lion (Seal)
52032	Young lion (Seal)
52033	Young lion (Seal)
52034	Young lion (Seal)
52035	Young lion (Seal)
52036	Wild Lion (SEAL)
52037	Wild Lion (SEAL)
52038	Wild Lion (SEAL)
52039	Wild Lion (SEAL)
52040	Wild Lion (SEAL)
52041	Valiant Lion (SEAL)
52042	Valiant Lion (SEAL)
52043	Valiant Lion (SEAL)
52044	Valiant Lion (SEAL)
52045	Valiant Lion (SEAL)
52046	Young Tiger (SEAL)
52047	Young Tiger (SEAL)
52048	Young Tiger (SEAL)
52049	Young Tiger (SEAL)
52050	Young tiger (seal)
52051	Wild tiger (seal)
52052	Wild tiger (seal)
52053	Wild tiger (seal)
52054	Wild tiger (seal)
52055	Wild tiger (seal)
52056	Valeroso tiger (seal)
52057	Valeroso tiger (seal)
52058	Valeroso tiger (seal)
52059	Valeroso tiger (seal)
52060	Valeroso tiger (seal)
52061	Young reindeer (seal)
52062	Young reindeer (seal)
52063	Young reindeer (seal)
52064	Young reindeer (seal)
52065	Young reindeer (seal)
52066	Wild Reno Seal
52067	Wild Reno Seal
52068	Wild reindeer (seal)
52069	Wild reindeer (seal)
52070	Wild reindeer (seal)
52071	W Valeroso Seal
52072	Valerous reindeer seal
52073	Valeroso reindeer (seal)
52074	Valeroso reindeer (seal)
52075	Valeroso reindeer (seal)
52076	Young reindeer (seal)
52077	Young reindeer (seal)
52078	Young reindeer (seal)
52079	Young reindeer (seal)
52080	Young reindeer (seal)
52081	Wild Reno Seal
52082	Wild reindeer (seal)
52083	Wild reindeer (seal)
52084	Wild reindeer (seal)
52085	Wild reindeer (seal)
52086	Valerous reindeer seal
52087	Valeroso reindeer (seal)
52088	Valeroso reindeer (seal)
52089	Valeroso reindeer (seal)
52090	Valeroso reindeer (seal)
52091	Young dragor stamp
52092	Young dragor stamp
52093	Young dragor stamp
52094	Young dragor stamp
52095	Young dragor stamp
52096	Wild dragor stamp
52097	Wild dragor stamp
52098	Wild dragor stamp
52099	Wild dragor stamp
52100	Wild dragor stamp
52101	Valeroso Dragor Seal
52102	Valeroso Dragor Seal
52103	Valeroso Dragor Seal
52104	Valeroso Dragor Seal
52105	Valeroso Dragor Seal
52106	Young moa (seal)
52107	Young moa (seal)
52108	Young moa (seal)
52109	Young moa (seal)
52110	Young moa (seal)
52111	Wild moa (seal)
52112	Wild moa (seal)
52113	Wild moa (seal)
52114	Wild moa (seal)
52115	Wild moa (seal)
52116	MOA VALEROSO (SEAL)
52117	MOA VALEROSO (SEAL)
52118	MOA VALEROSO (SEAL)
52119	MOA VALEROSO (SEAL)
52120	MOA VALEROSO (SEAL)
52701	Leon's title
52702	Tigre title
52703	Jabali title
52704	Wolf title
52705	RENO TITLE (M)
52706	RENE TITLE (H)
52707	Dragor title
52708	MOA title
53001	Fire phoenix seal
53002	Porki seal (7D)
53003	Porki seal (30D)
53004	Porki seal (Perm.)
53005	Khan seal (7D)
53006	Khan seal (30d)
53007	Khan seal (Perm.)
53008	Leonidas Seal (7D)
53009	Leonidas Seal (30d)
53010	Leonidas Seal (Perm.)
53011	Porkie seal (7D)
53012	Porkie seal (30D)
53013	Porkie seal (Perm.)
53014	Executioner stamp
53015	Executioner stamp
53016	Bony seal
53017	Jade phoenix seal
53018	white leonidas (Seal)
53019	Khan Artico (seal)
53020	Porkie Polar (seal)
53021	Porki frost (seal)
53022	Sheldon seal
53023	Cooper stamp
53024	Panther Baby (7 days)
53025	Leopard baby (7 days)
53026	Noname
53218	White Porkie Seal
53219	White Porki label
53220	White Khan Seal
53221	White Leonidas Seal
53222	Calabeza stamp
53223	Flying broom seal
53224	Copito stamp
53225	Campanilla stamp
53226	Cupid (seal)
53227	Furious Heart (Seal)
53228	Blue Moon (Seal)
53229	Red Crescent (Seal)
53230	Ovlanca (seal)
53231	Carnul (seal)
53232	Huashin baby
53233	Bruce stamp
53234	Wayne seal
53235	Robin seal
53236	Valentino+
53237	Valentinia+
53238	Valentino
53239	Valentinia
53240	Lantern Moon (Blue)
53241	Lantern Moon (Orange)
53242	Bonsai Seal+
53243	#ERROR!
53244	MS Jiangshi Seal
53245	Mr Jiangshi Seal
53246	Jiangshi Jnr Seal
53247	ELF Network (SEAL)
53248	Green Elf (Seal)
53249	ELF Network (SEAL)
53250	Donnie (Seal)
53251	Frank (Seal)
53256	Bonsai Seal
53501	Make manual chest
53502	Young Reno Baul
53503	Ice Fenix ??Cage
53504	Noname
53505	Azrael Baby Baul
53506	AZRAEL BABY (Gold)
53507	BAMBI BAUL
53508	Knuud Baul
53509	Bao Bao Baul
53510	Leonidas Baul
53511	Khan Baul
53512	PORKIE BAUL
53513	Porki BAUL
53514	Verduguito Baul
53515	Verduguito Baul (Gold)
53516	Chest bones
53517	Jade cage
53518	Leonidas Albino
53519	Khan Artico
53520	Porkie Polar
53521	Porki frost
53522	Sheldon nest
53523	Rabbit cage
53526	Noname
53527	Calabeza cage
53528	Broom wardrobe
53529	Copito ice cream
53530	Ice Clobber Arch
53531	Baul love
53532	Baul Furious Heart
53533	Crescent Baul
53534	Crescent Baul
53535	Huashin Baby Baul
53536	Bruce Arche
53537	Wayne arch
53538	Ovlanca Baul
53539	Carnul Baul
53540	Robin Arche
53541	Valentino+ Bombonera
53542	Bombonera de Valentinia+
53543	Bombonera de Valentino
53544	Bombonera de Valentinia
53545	Lantern Moon Chest (B.)
53546	Lantern Moon Chest (O.)
53547	Bonsai's Hideaway+
53548	Bonsai's Hideaway+
53549	MS Jiangshi Cage
53550	Mr Jiangshi Cage
53551	Jiangshi Jnr Cage
53552	ELF Maxichast Network
53553	Green Elf Maxichast
53554	Elf Minichast
53555	Donnie's Rabbit Cage
53556	Frank's Rabbit Cage
54700	Beran-ontaou's Chest
54701	Bagjanamu's Chest
54702	Razador's Chest
54703	Nemere's Chest
54704	Jotun Thrym's Chest
56000	Appaloosa Seal
56001	Improvement stone (S)
56002	Improvement stone (M)
56003	Improvement stone (L)
60001	Rodage
60002	Recommendation Warehouse protector.
60003	Heroic symbol
60004	Search glass
60005	Commerce crystal
69000	Secret blow
69010	Chi secret
69020	Secret soul
69030	SECRET ATTACK
69040	Secret ambush
69050	Secret arrow
69060	Secret walk pen
69070	Secret Fast attack
69080	Secret dark blow
69090	Dragon swirl secret
69100	Secret Heaven and Earth
69110	Secret Enchanted Sheet
69120	Secret Talisman Flying
69130	Secret cure
69140	Dragon
69150	Secret
70001	Goddess
70002	Auto Pick Up (30D)
70003	Leader's book
70004	Diligence medal
70005	Experience ring
70006	Language ring
70007	Deformation ring
70008	White flag
70009	Treasury box
70010	Storage ticket
70011	EXP Boost
70012	Lagrima of Goddess
70013	Giant goddess tear
70014	Blood pildora
70015	Cheap brush
70016	Indian bracelet
70017	Precious bracelet
70018	FENIX pending
70019	Millionaire necklace
70020	Flor Peacho wine
70021	Angel
70022	Bera
70023	Wise man
70024	BOLL BOLA
70025	Dignity ring
70026	Mirror disappearance
70027	blacksmith
70028	Wise man
70029	Red bpligramopum
70030	Red Monoculus
70031	Contention pamphlet
70032	Two -hands Esp. Manual
70033	Manual sword to one hand
70034	Dagger Manual
70035	Magic copper mineral
70036	Earth`s Spirit
70037	Forgetting book
70038	Bravery Cape
70039	Blacksmith Handbook
70040	Orca stubbornness
70041	Disciple fist
70042	Demon splinter
70043	Thief gloves
70044	Dark Lord Horn
70045	Reasoner tooth
70046	Nemere tooth
70047	Language ring (eg)
70048	Fugitive layer
70049	Lucy ring
70050	Symbol of the wise king
70051	Wise King Glove
70052	Karma1 charm
70053	Karma2 charm
70054	Karma3 charm
70056	Granada juice+
70057	Value layer
70058	Teleport ring
70063	Mejora potenciador
70064	Cambiador potenciador
70065	Attachment transfer
70068	Ore lode mystery box
70101	Book of Providence
70102	Zen Bean
70103	Sutra
70104	Polymorphic ball
70105	Polymorphic ball
70106	Polymorphic ball
70107	Polymorphic ball
70201	Whitening
70202	White Hair dye
70203	Blond hair dye
70204	Red hair dye
70205	Brown
70206	Black hair dye
70207	Whitening
70208	Brown dye
70251	Red pen
70252	Blue feather
70253	Green feather
70254	Purple pen
70301	Engagement ring
70302	Wedding ring
71000	Perg. of restructuring
71001	Exorcism parchment
71002	Pergamino de reinicio de habilidades
71003	Reset Champion Status
71004	Dragon Medal
71005	Language ring
71006	Language ring
71007	Language ring
71008	Fishing inside
71009	Expanded warehouse
71010	Third hand
71011	Emotions mask
71012	Leader's book
71013	Firecrackers
71014	ATTACK POCION +10
71015	Experience ring
71016	Thief gloves
71017	Lucky Medal
71018	Blessing of Life
71019	Magica blessing
71020	Dragon blessing
71021	War parchment
71022	Return of the intelligence
71023	Vitality return
71024	Strength return
71025	Blacksmith stone
71026	Magic iron mineral
71027	Life of the Dragon God
71028	Dragon God attack
71029	Intel of the Dragon God
71030	Dragon God Defense
71031	God helps
71032	Dragon parchment
71033	Emotions mask
71034	ATTACK POCION +15
71035	Researcher elixir
71036	INVOC.- MAIN ORCO
71037	INVOC. - Esoteric leader
71038	Invocation - Queen Spider
71039	INVOC. - tort. Gig. Des.
71040	Invocation - King Fuego
71041	INVOC - NINE -COLAS
71042	INVOC. - Demon king
71043	Parchment. - Phantom tiger
71044	Critical fight
71045	Drilling fight
71047	Fantastic stone dye
71048	Charm modification
71049	Silk package
71050	Speed ??potion
71054	Kingdom ink
71055	Name dye
71056	Heaven dye
71057	INVOC.-V. Min tro.fosil
71058	INVOC. - Vena Min. Copper
71059	INVOC.- VENA MIN.PLATA
71060	INVOC.- Gold mineral vein
71061	INVOC. - Vena Min. Jade
71062	INVOC. - Vena Min. Ebano
71063	Invocation -
71064	INVOC. - Golden vena
71065	INVOC.- VENA MIN CRYSTAL
71066	INVOC. - Vena Min. Amat.
71067	Heaven vein
71068	Stone Unlocker
71069	Harmony earrings
71070	Love bracelet
71071	Pending love
71072	Harmian bracelet
71073	Love pendant
71074	Harmony pendant
71075	Hair dye (white)
71076	Hair dye (blond)
71077	Hair dye (red)
71078	Hair dye (brown)
71079	Hair dye (black)
71080	METIN STONE (L)
71081	METIN STONE (N)
71082	METIN STONE (H)
71083	Stone manual
71084	Enchant Item
71085	Reinforce Item
71086	Search level (20 ~ 29)
71087	Busq. (30 ~ 39) level
71088	MISSIONS BOOK (easy
71089	Missions book (normal
71090	MISSIONS BOOK (difficult)
71091	Commerce dye
71092	Polymorph book
71093	Polymorphic ball
71094	Concentrated reading
71095	Entrance ticket
71096	Passage on board
71097	Enchanted Alchemy
71099	Ring of Successor
71100	Cert. of relearning
71101	Pocion in a hurry
71102	Noname
71103	Redistribution (VIT)
71104	Redistribution (INT)
71105	Redistribution (STR)
71106	Redistribution (DEX)
71107	Fruit of life
71108	Granada juice
71109	Correction scroll
71110	Horse sugar
71113	Understanding crystal
71114	Ave Fenix ??stamp
71115	Velociraptor stamp
71116	Polar Bear Seal
71117	Golden Horse Seal
71118	Tigre seal (love.)
71119	Tigre seal (blue)
71120	Leon seal (love.)
71121	Leon seal (blue)
71122	Noname
71123	Dragon scales
71124	Military horse book
71500	Lion Seal
71501	Lion Seal (7d)
71502	Lion Seal (Perm.)
71503	Wild boar seal (7d)
71504	Wild boar seal (30d)
71505	Wild boar seal (Perm.)
71506	Wolf seal (7d)
71507	Wolf seal (30d)
71508	Wolf seal (Perm.)
71509	Tiger seal (7d)
71510	Tiger seal (30d)
71511	Tiger seal (Perm.)
71512	Easter Manu
71513	Golden Unicorn Seal
71125	Black Jabali Seal
71126	Black Wolf Seal
71127	Black tiger stamp
71128	Leon black seal
71129	Dragon claw
71130	Entrance ticket
71131	Jabali stamp
71132	Wolf label
71133	Tigre stamp
71134	Leon seal
71135	Crescent ring
60302	Anillo de principiante
71137	Real tiger seal (blue)
71138	Real tiger seal (red)
71139	Real Tigre Seal (Dorad)
71140	Real Tiger Seal (Green)
71141	Real tiger seal (gray)
71142	Real Tigre Seal (Blan.)
71145	Eternal Love Amulet
71146	Pink love amulet
71147	Amulet of purple love
71148	Ring of Will Power
71149	Ring of Deadly Power
71150	Magic egg
66601	Simple magical egg
66602	Powerful magical egg
66603	Legendary magical egg
71151	Encantamiento verde
71152	Poder verde
71153	Potion of wisdom
71154	Ascent potion (3 h)
71155	Wisdom Potion (3h)
71156	Potion of spirit (3 h)
71157	Noname
71124	Military Horse
71131	Jabali stamp
71132	Wolf label
71133	Tigre stamp
71134	Leon seal
71125	Black Jabali Seal
71126	Black Wolf Seal
71127	Black tiger stamp
71128	Leon black seal
71158	Hero Medal
71159	Milon Baul
71160	Baul de Athena
71161	Equus Purpur
71164	Comet seal
71165	Polar Predator Seal
71166	Polar Bear Seal
71171	Blue Unicorn Seal
71172	Red unicorn seal
71173	Gold medallon
71174	Passage Ticket
71175	Razador Ticket
71176	Black Panther Seal
71177	Leopard seal
71178	Lunar Encyclopedia (S)
71179	Lunar Encyclopedia (L)
71180	Potion of Ascension (3h)
71181	Potion of Wisdom (3h)
71182	Muffin Seal (Brown)
71183	Nugget Seal (Brown)
71184	Muffin Seal (Blue)
71185	Nugget Seal (Blue)
71186	Muffin Seal (Green)
71187	Nugget Seal (Green)
71188	Lolly The Magical
71189	Enchant item+
71190	Pumpkin Chest
71191	Bag of Candy
71192	Thunder stamp
71193	Relampago stamp
71194	Golden Okey Box
71195	Silver Okey Box
71196	Bronze Okey Box
71197	Nugget Seal (Navy Blue)
71198	Muffin Seal (Rose)
71199	Amulet chocolate
71201	Passage Ticket (Meley)
71203	Saturn Encyclopedia (S)
71204	Saturn Encyclopedia (L)
71205	Earth Encyclopedia (S)
71206	Earth Encyclopedia (L)
71207	Mars Encyclopedia (S)
71208	Mars Encyclopedia (L)
71209	JUPITER ENCYCLOPEDIA (S)
71210	JUPITER ENCYCLOPEDIA (L)
71211	Uranus Encyclopedia (S)
71212	Uranus Encyclopedia (L)
71213	Neptune Encyclopedia (S)
71214	Neptune Encyclopedia (L)
71215	Mercury Encyclopedia (S)
71216	Mercury Encyclopedia (L)
71217	Venus Encyclopedia (S)
71218	Venus Encyclopedia (L)
71219	Ticket for Nemere
71220	Noname
71221	Decorative package (30d)
71222	Nirvana Dragon
71223	Samsara Dragon
71224	Manny
71225	Demsla Manu
71226	Guardian Manni
71227	Guardian Lion
71228	Nightwatch scarecrow
71229	Phantom raven
71230	Soul convoy
71231	White rabbit
71232	Moon rabbit
72001	Experience Ring
72002	Experience Ring
72003	Experience Ring
72004	Thief gloves
72005	Thief's gloves
72006	Thief gloves
72007	Silk Bundle
72008	Silk package
72009	Silk package
72010	Love bird pen
72011	Love bird pen
72012	Love bird pen
72013	Fishing inside
72014	Fishing inside
72015	Fishing inside
72016	Third hand
72017	Third hand
72018	Third hand
72019	Warehouse expansion
72020	Warehouse expansion
72021	Warehouse expansion
72022	Lucky golden currency
72023	Lucky golden currency
72024	Lucky golden currency
72025	Critical hit
72026	Critical hit
72027	Critical hit
72028	Mask emotions
72029	Mask emotions
72030	Mask emotions
72031	Dragon God attack
72032	Dragon God attack
72033	Dragon God attack
72034	Dragon God Defense
72035	Dragon God Defense
72036	Dragon God Defense
72037	Life of God Dragon
72038	Dragon God Defense
72039	Dragon God Defense
72040	Intel of the Dragon God
72041	Intel of the Dragon God
72042	Intel of the Dragon God
72043	Leader's book
72044	Leader's book
72045	Leader's book
72046	Critical palm
72047	Critical palm
72048	Critical palm
72049	Experience ring
72050	Experience ring
72301	Parchment blessing
72302	Noname
72303	Noname
72304	Noname
72305	Noname
72306	Noname
72307	Noname
72308	Magic copper mineral
72309	Noname
72310	Noname
72311	Noname
72312	Noname
72313	Noname
72314	Noname
72319	Golden key
72320	Expansión de inventario
72321	Ring of Secrets
72322	Reset Ticket
72323	Resushle Ticket
72325	Reversal Transmutation
72326	Transmutation Ticket
72341	Transmutation Ticket
72342	Passage Ticket (Meley)
72501	Anti-Exp Ring
72502	Thief's Glove (Icafe)
72701	Wind shoes
72702	Wind Shoes+ (Commercial)
72703	Tiger Bone Earring
72704	Dragon Bone Earring
72705	Tiger Bone Bracelet
72706	Dragon Bone Bracelet
72709	Tiger Bone Earring
72710	Dragon Bone Earring
72711	Tiger Bone Bracelet
72712	Dragon Bone Bracelet
72723	Elixir del Sol (S)
72724	Elixir del Sol (M)
72725	ELIXIR DEL SOL (L)
72726	Red Potion
72727	ELIXIR DE LUNA (S)
72728	ELIXIR DE LUNA (M)
72729	ELIXIR DE LUNA (L)
72730	Blue potion
73001	Trendy Hairyle (Red)
73002	Trendy Hairyle (Light)
73003	Trendy Hairyle (Blue)
73004	Trendy Hairyle (Brown)
73005	Bandanna
73006	Bandanna
73007	Bandanna
73008	Bandanna
73009	Long Hair (Black)
73010	Long Hair (Red)
73011	Long Hair (Brown)
73012	Long Hair (Green)
73251	Ponytail (Brown)
73252	Ponytail (Green)
73253	Ponytail (Blue)
73254	Ponytail (Light)
73255	Shoulder Length (Red)
73256	Shoulder Length (Brown)
73257	Shoulder Length (Light)
73258	Shoulder Length (Purple)
73259	Short Hair (Red)
73260	Short cut (sky blue)
73261	Short cut (black)
73262	Short cut (yellow)
73501	DVO HAIR (WHITE)
73502	DVO Hair Cortery (brown)
73503	DVO HAIR (RUBIO)
73504	DVO HAIR (GREEN)
73505	Charisma Hair (White)
73506	Charisma Hair (Red)
73507	Charisma Hair (Black)
73508	Charisma Hair (Purple)
73509	Chic hair (white)
73510	Chic hair (blue)
73511	Chic hair (black)
73512	Chic hair (brown)
73751	Brokeful (brown)
73752	Brokeful (black)
73753	Brokeful (blue)
73754	Brokel (Blanca)
73755	Half hair (brown)
73756	Half hair (black)
73757	Half hair (blond)
73758	Half hair (purple)
73759	Ancient hairstyle (brown)
73760	Ancient hairstyle (of course)
73761	Ancient hairstyle (purple)
73762	Old hairstyle (red)
74001	Fashionable hairst.(Red)
74002	Fashionable hairs.(Bri.)
74003	Fashionable hairs.(Blue)
74004	Fashionable hairs.(Bro.)
74005	Bandana (Red)
74006	Bandana (Chestnut)
74007	Bandana (Blue)
74008	Bandana (Green)
74009	Bound hair behind(Black)
74010	Bound hair behind(Red)
74011	Bound hair behind(Cast.)
74012	Bound hair behind(Green)
74013	Afro for Guerrero
74014	Afro for Guerrero
74015	Samurai helmet (Guerrero)
74016	Samurai helmet (Guerrero)
74017	Fez for Guerrero
74018	Kufiya for Guerrero
74019	Turbant for Guerrero
74020	Carata Palabaza Guerrero
74251	Horsetail (Chestnut)
74252	Horsetail (Green)
74253	Horsetail (Blue)
74254	Horsetail (Ivory)
74255	Medium Hair (Red)
74256	Medium Hair (Chestnut)
74257	Medium Hair (Light)
74258	Medium Hair (Purple)
74259	Short Hair (Red)
74260	Short Hair (Blue)
74261	Short Hair (Black)
74262	Short Hair (Blonde)
74263	Afro for Ninja (F)
74264	Afro for Ninja (F)
74265	Ninja Flores Hat (F)
74266	Ninja Flores Hat (F)
74267	Chal for Ninja (F)
74268	Velo for Ninja (F)
74269	Ninja turban (f)
74270	Carata Palabaza Ninja (F)
74501	Short Sport Hair(White)
74502	Short Sport Hair(Brown)
74503	Short Sport Hair(Yellow)
74504	Short Sport Hair(Green)
74505	Charismatic hair(White)
74506	Charismatic hair(Red)
74507	Charismatic hair(Black)
74508	Charismatic hair(Purple)
74509	Long braid (White)
74510	Long braid (Blue)
74511	Long braid (Black)
74512	Long braid (Brown)
74513	Afro for Sura (M)
74514	Afro for Sura (M)
74515	Surai Samurai Casco (M)
74516	Surai Samurai Casco (M)
74517	Fez for Sura (M)
74518	Kufiya for Sura (M)
74519	SURA TURN (M)
74520	Carata Palabaza Sura (M)
74521	Fashion hairstyle (gray)
74522	Handkerchief
74523	Long blond hair)
74524	Fashion hairstyle (gold)
74525	Scarf (Black)
74526	Long hair (Rubi Red)
74527	Colleta (red)
74528	Half hair/water
74529	Short hair (brown)
74530	Colleta (red)
74531	Half hair/black
74532	Short hair (gray)
74533	Sports cut (black)
74534	Charisma Court (Rubio)
74535	Long braid (pink)
74536	Sports Court (Lila)
74537	Charisma Court (Rubio)
74538	Long bed (real)
74539	Noble hairstyle (violet)
74540	Half hair (dark)
74541	Ancient hairstyle (white)
74542	Noble hairstyle (red)
74543	Half hair (white)
74544	Old hairstyle (black)
74545	Tribal braids (red)
74546	Tribal braids (love.)
74547	Tribal braids (blue)
74548	Tribal braids (vio.)
74549	Tribal braids (green)
74550	Protection. front (gold)
74551	Protection. front (black)
74552	Protection. front (red)
74553	Protection. front (blue)
74554	Protection. front (white)
74555	Protection. head (gold)
74556	Protection. head (black)
74557	Protection. head (red)
74558	Protection. head (blue)
74559	Protection. head (green)
74751	Elegant Hairstyle(Brown)
74752	Elegant Hairstyle(Black)
74753	Elegant Hairstyle(Blue)
74754	Elegant Hairstyle(White)
74755	Half hair (Brown)
74756	Half hair (Black)
74757	Half hair (Blonde)
74758	Half Make (Purple)
74759	Ancient Hairstyle(Ches.)
74760	Ancient Hairstyle(Blon.)
74761	Ancient Hairstyle(Purp.)
74762	Ancient Hairstyle(Red)
74763	Afro for shaman
74764	Afro for shaman
74765	Shamean flower hat
74766	Shamean flower hat
74767	Chamana chamana
74768	Velo for shaman
74769	Turbant for shaman
74770	Carata Palabaza Chamana
75001	Fashion hairstyle(Red)
75002	Fashion hairsty.(Light)
75003	Fashion hairstyle(Blue)
75004	Fashion hairstyle(Brown)
75005	Headscarf (Brown)
75006	Headscarf (Blonde)
75007	Headscarf (Blue)
75008	Headscarf (Green)
75009	Full hair (Black)
75010	Full hair (Red)
75011	Full hair (Brown)
75012	Full hair (Green)
75013	Afro for warrior
75014	Afro for warrior
75015	Guerrero Flores Hat
75016	Guerrero Flores Hat
75017	Chal for warrior
75018	Veil for warrior
75019	Turbant for warrior
75020	Warrior Pumpkin Carata
75201	Ponytail (Brown)
75202	Ponytail (Green)
75203	Ponytail (Blue)
75204	Ponytail (Light)
75205	Shoulder-length ha.(Red)
75206	Shoulder-len. ha.(Brown)
75207	Shoulder-len. ha.(Light)
75208	Shoulder-le. ha.(Purple)
75209	Short Hairstyle (Red)
75210	Short Hairstyle (Blue)
75211	Short Hairstyle (Black)
75212	Short Hairstyle (Blonde)
75213	Afro for ninja (M)
75214	Afro for ninja (M)
75215	Samurai helmet, ninja (M)
75216	Samurai helmet, ninja (M)
75217	Fez for Ninja (M)
75218	Kufiya for Ninja (M)
75219	Ninja turban (M)
75220	Carata Palabaza Ninja (M)
75401	Sporty Hairstyle(Light)
75402	Sporty Hairstyle(Brown)
75403	Sporty Hairstyle(Blonde)
75404	Sporty Hairstyle(Green)
75405	Charisma Hairsty.(White)
75406	Charisma Hairstyle (Red)
75407	Charisma Hairsty.(Black)
75408	Charisma Hairst.(Purple)
75409	Long Braid (White)
75410	Long Braid (Blue)
75411	Long Braid (Black)
75412	Long Braid (Brown)
75413	Afro for Sura (F)
75414	Afro for Sura (F)
75415	Sura Flores Hat (F)
75416	Sura Flores Hat (F)
75417	Chal for Sura (F)
75418	Velo for Sura (F)
75419	SURA TURN (F)
75420	Carata Palabaza Sura (F)
75601	Fashion Braid (Chestnut)
75602	Fashion Braid (Black)
75603	Fashion Braid (Blue)
75604	Fashion Braid (Gray)
75605	Long Hair (Brown)
75606	Long Hair (Black)
75607	Long Hair (Light)
75608	Long Hair (Purple)
75609	Old Hairstyle (Chestnut)
75610	Old Hairstyle (Light)
75611	Old Hairstyle (Purple)
75612	Old Hairstyle (Red)
75613	Afro for shaman
75614	Afro for shaman
75615	Samurai helmet (shaman)
75616	Samurai helmet (shaman)
75617	Fez for shaman
75618	Kufiya for Chaman
75619	Turbant for shaman
75620	Carata Palabaza Chaman
76000	Flor Peacho wine
76001	Attribute reset
76002	Reduced Head
76003	Pocion in a hurry
76004	Moon Elixir (P)
76005	Moon Elixir (M)
76006	Metin finder
76007	Value layer
76008	Dragon Medal
76009	Dragon parchment
76010	Blood stone
76011	Leader's book
76012	Speed ??potion
76013	Object of coercion (az.)
76014	Enchanted object (az.)
76015	BOLL BOLA
76016	Parchment blessing
76017	Attack potion +10
76018	Attack potion +15
76019	Entrance ticket
76020	Elixir of the researcher
76021	Elixir of the sun (P)
76022	Elixir of the sun (M)
76023	Green magic
76024	Green Force
76025	Wind shoes
76026	Exorcism Scroll
76028	Blacksmith Handbook
76029	Green Dragon Bean
76030	Lolly The Mighty (7 Day)
76031	Snack protein
76033	Peach Flower Wine+
76034	Concentrated Reading
76035	Dragon God's Life
76036	Dragon God's Attack
76037	Thief's gloves
76038	Medal Lucky
76039	Dragon Chest
76040	Cor draconis (normal)
76041	Sky Blue Potion
76042	Teleport ring
76044	Pet Book Chest
76045	Pet name change
76047	Lolly The Mighty (3 Day)
79501	Handlog laugh
79502	Handlog laugh
79503	Handlog laugh
79504	Handlog laugh
79505	Okey Collectible Card
79506	Okey Card Set
80001	Mpote money
80002	White paper
80003	Yang Coupon (100k Yang)
80004	Yang Coupon (250k Yang)
80005	Yang Coupon (500k Yang)
80006	Yang Coupon (750k Yang)
80007	Yang Coupon (1kk Yang)
80008	Pieza de oro
80013	Roulette tab
80014	Coins Voucher (100)
80015	Coins Voucher (500)
80016	Coins Voucher (1000)
80017	Coins Voucher (20)
25043	Realm2 Token
25044	Bag with 10 tokens
25045	50 tokens bag
25046	100 tokens bag
80019	Tela fina
80021	Ymir Cashpack
85000	Fine Cloth
85001	Lord Sash (basic)
85002	Lord Sash (fine)
85003	Lord Sash (noble)
85004	Lord Sash (custom)
85009	Purificador de fajas
85005	Master Sash (basic)
85006	Master Sash (fine)
85007	Master Sash (noble)
85008	Master Sash (custom)
85011	Sovereign Sash (basic)
85012	Sovereign Sash (fine)
85013	Sovereign Sash (noble)
85014	Sovereign Sash (custom)
85015	Royal Sash (basic)
85016	Royal Sash (fine)
85017	Royal Sash (noble)
85018	Royal Sash (custom)
85021	Anniversary Sash (basic)
85022	Anniversary Sash (fine)
85023	Anniversary Sash (noble)
85024	Anniversary Sash (custom)
86001	Zi Sash (basic)
86002	Zi Sash (fine)
86003	Zi Sash (noble)
86004	Dark Cult Wings
86005	Chou Sash (basic)
86006	Chou Sash (fine)
86007	Chou Sash (noble)
86008	Christmas Wing
86011	Yin Sash (basic)
86012	Yin Sash (fine.)
86013	Yin Sash (noble)
86014	Demsla Wing
86015	Mao Sash (basic)
86016	Mao Sash (fine)
86017	Mao Sash (noble)
86018	Mao Sash (custom)
86021	Chen Sash (basic)
86022	Chen Sash (fine)
86023	Chen Sash (noble)
86024	M Halloween Wing
86025	Tei Sash (basic)
86026	Tei Sash (fine)
86027	Tei Sash (noble)
86028	Tei Sash (custom)
86031	Wu Sash (basic)
86032	Wu Sash (fine)
86033	Wu Sash (noble)
86034	Wu Sash (custom)
86035	Otherworld Wings
